Geneid,Entity,Symbol,0_R1,0_R2,0_R3,6_R1,6_R2,6_R3,12_R1,12_R2,12_R3,18_R1,18_R2,18_R3,Temporal_Class
gene-PA0035,host,trpA,5.82600010738045,6.807934943699926,6.302618975744905,4.7535901911063645,5.8944028342648505,5.181783550292085,4.867534450455582,5.43372200355424,5.783825182329737,5.455321115357702,5.66988092298052,6.040254711277414,early
gene-PA2440,host,gene-PA2440,4.6443908991413725,4.9344739331306915,4.584967478670572,5.062595033026967,5.916202062607435,6.2166061010848646,5.796057750765372,6.025865973825314,6.150602768446279,5.1647859739235145,5.726847747587197,6.025865973825314,middle
gene-PA2529,host,gene-PA2529,6.12029741895095,6.583409222158765,6.016157159698354,5.5093883366279774,6.559615237493242,6.037870919922137,5.393627546352362,6.025865973825314,6.263398262591624,5.572154032177765,6.159095388491933,6.156978985585555,early
gene-PA2302,host,ambE,6.704414354964107,7.156176637480615,7.1372784372603855,6.47543271670409,7.024649030453636,6.617402977974478,5.84354441703136,6.466144724237619,5.945420608606575,5.575949103146316,6.2422232654551655,6.037870919922137,early
gene-PA4644,host,gene-PA4644,5.420534999272286,5.910796644040527,5.53338948872752,5.659482215759621,7.271703706887368,7.2875606403097235,6.569481420414296,6.645090969505644,6.295266001439646,6.601230118728877,6.784457062637643,6.884486652042782,middle
gene-PA0591,host,gene-PA0591,6.173786103901937,7.007600613951853,7.198183577101943,6.71901315438526,7.461065514354283,6.977281341630747,6.354370040797351,6.872128101338986,6.634633357861686,6.327936783729195,6.6240652277998935,6.690842277418564,early
gene-PA1493,host,cysP,6.684611727667927,7.212294468500341,7.105786129481271,6.42648845745769,7.63433723562832,7.1853870155804165,6.1463292576688975,7.141245122350491,7.412160334945205,6.289715570908998,7.011213987350367,7.2640301428995295,early
gene-PA0032a,host,gene-PA0032a,5.5909869805108565,6.502790045915623,6.1070228877422545,4.962844630259907,5.963579343618446,5.111987788356544,4.532599493153256,5.153291594497779,5.293304824724492,4.7535901911063645,5.176149732573829,5.236441962829949,early
gene-PA2471,host,gene-PA2471,3.1354942159291497,3.871201010907891,3.6375861597263857,3.332204510175204,3.828641396489095,2.833213344056216,3.258096538021482,3.4965075614664802,2.772588722239781,2.70805020110221,3.258096538021482,3.1354942159291497,early
gene-PA0661,host,gene-PA0661,6.023447592961033,6.255750041753367,6.329720905522696,5.902633333401366,6.516193076042964,6.19644412779452,5.720311776607412,6.1463292576688975,6.1070228877422545,5.631211781821365,6.052089168924417,5.8944028342648505,early
gene-PA2408,host,gene-PA2408,2.70805020110221,2.9444389791664403,3.828641396489095,2.6390573296152584,3.4965075614664802,4.976733742420574,3.4965075614664802,3.713572066704308,5.786897381366708,3.6888794541139363,3.9512437185814275,6.073044534100405,late
gene-PA1400,host,gene-PA1400,5.236441962829949,5.720311776607412,5.099866427824199,4.6913478822291435,5.4510384535657,5.062595033026967,4.5217885770490405,5.087596335232384,5.003946305945459,4.77912349311153,5.1647859739235145,4.653960350157523,early
gene-PA2319,host,gene-PA2319,5.093750200806762,5.996452088619021,5.579729825986222,5.159055299214529,6.056784013228625,5.438079308923196,4.804021044733257,5.700443573390687,5.198497031265826,4.90527477843843,5.298317366548036,5.10594547390058,early
gene-PA0981,host,gene-PA0981,4.663439094112067,5.075173815233827,4.812184355372417,4.634728988229636,4.927253685157205,4.382026634673881,4.110873864173311,3.970291913552122,3.912023005428146,4.343805421853684,4.330733340286331,4.543294782270004,early
gene-PA2298,host,gene-PA2298,5.402677381872279,6.9363427358340495,6.587550014824796,5.5093883366279774,5.765191102784844,4.882801922586371,4.709530201312334,5.0689042022202315,5.111987788356544,4.564348191467836,4.736198448394496,4.624972813284271,early
gene-PA1017,host,pauA,4.584967478670572,5.327876168789581,4.990432586778736,4.0943445622221,6.2166061010848646,5.181783550292085,4.0943445622221,4.990432586778736,4.584967478670572,3.9512437185814275,4.663439094112067,4.624972813284271,early
gene-PA2287,host,gene-PA2287,5.993961427306569,6.47543271670409,6.035481432524756,5.641907070938114,5.988961416889864,5.552959584921617,6.037870919922137,5.501258210544727,5.545177444479562,5.8377304471659395,6.008813185442595,6.124683390894205,early
gene-PA5417,host,soxD,2.9444389791664403,4.204692619390966,2.772588722239781,2.70805020110221,3.367295829986474,3.044522437723423,2.3978952727983707,2.302585092994046,2.4849066497880004,2.6390573296152584,2.5649493574615367,1.9459101490553132,early
gene-PA0946,host,gene-PA0946,6.618738983517219,7.389563953677635,7.066466970136958,6.324358962381311,7.562161631225652,7.140453043101158,6.208590026096629,6.918695219020472,7.213768308118642,6.418364935936212,6.88653164253051,6.897704943128636,early
gene-PA1223,host,gene-PA1223,5.049856007249537,6.597145701886651,6.126869184114185,4.787491742782046,5.327876168789581,4.718498871295094,4.356708826689592,4.867534450455582,5.176149732573829,4.442651256490317,5.0238805208462765,4.927253685157205,early
gene-PA0953,host,gene-PA0953,5.82600010738045,6.51025834052315,6.056784013228625,6.008813185442595,6.742880635791903,6.661854740545311,5.666426688112432,6.403574197934815,6.210600077024653,5.771441123130016,6.163314804034641,6.115892125483034,early
gene-PA1869,host,gene-PA1869,5.030437921392435,4.8283137373023015,4.0943445622221,4.859812404361672,5.19295685089021,4.343805421853684,5.081404364984463,5.049856007249537,4.276666119016055,4.867534450455582,4.852030263919617,4.77912349311153,early
gene-PA1490,host,gene-PA1490,4.430816798843313,5.5134287461649825,4.812184355372417,4.248495242049359,5.37989735354046,5.181783550292085,3.912023005428146,4.804021044733257,5.043425116919247,4.276666119016055,4.718498871295094,5.19295685089021,early
gene-PA3349,host,gene-PA3349,8.554103545436334,9.626019802491319,9.673130546703616,8.268218880067506,9.236495329453033,8.759197750371365,7.771067086065406,8.481980435660493,8.344029572407049,8.209852481301272,8.431853144249223,8.284504227258497,early
gene-PA5116,host,gene-PA5116,4.976733742420574,5.616771097666572,5.0369526024136295,4.74493212836325,5.472270673671475,5.564520407322694,5.3230099791384085,5.648974238161206,5.6937321388027,5.043425116919247,5.68697535633982,5.5134287461649825,middle
gene-PA4410,host,ddlB,7.578145472419466,8.281723990411392,8.401557847817314,7.7284157798410416,8.560827228436299,8.302017809751204,7.570443252057374,8.292047637431354,8.118802996980035,7.5569505720129,8.109826276018477,8.094683648698815,early
gene-PA0124,host,gene-PA0124,5.521460917862246,6.826545223556594,5.2574953720277815,5.572154032177765,5.921578419643816,5.521460917862246,5.293304824724492,5.170483995038151,6.1675164908883415,6.063785208687608,5.41610040220442,6.274762021241939,early
gene-PA1627,host,gene-PA1627,5.049856007249537,5.4638318050256105,4.882801922586371,5.0369526024136295,6.1779441140506,5.056245805348308,4.6913478822291435,5.2574953720277815,4.48863636973214,4.844187086458591,5.0106352940962555,4.882801922586371,early
gene-PA0181,host,gene-PA0181,5.209486152841421,6.173786103901937,5.497168225293202,4.532599493153256,5.700443573390687,4.770684624465665,3.828641396489095,4.709530201312334,5.049856007249537,4.382026634673881,4.718498871295094,4.68213122712422,early
gene-PA0559,host,gene-PA0559,6.220590170099739,6.885509670034818,6.489204931325317,6.345636360828596,7.321188556739478,6.78897174299217,6.045005314036012,6.714170529909472,6.0063531596017325,6.126869184114185,6.498282149476434,6.54965074223381,early
gene-PA2065,host,pcoA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,late
gene-PA4229,host,pchC,3.044522437723423,3.332204510175204,3.332204510175204,2.70805020110221,3.1780538303479458,2.995732273553991,2.8903717578961645,2.8903717578961645,2.302585092994046,2.5649493574615367,2.4849066497880004,3.4339872044851463,late
gene-PA4076,host,gene-PA4076,5.25227342804663,5.231108616854587,5.278114659230517,5.14166355650266,5.905361848054571,5.594711379601839,5.111987788356544,5.472270673671475,5.327876168789581,5.170483995038151,5.54907608489522,5.666426688112432,early
gene-PA1019a,host,gene-PA1019a,3.784189633918261,4.795790545596741,4.454347296253507,2.9444389791664403,4.204692619390966,3.784189633918261,2.4849066497880004,3.6635616461296463,3.9318256327243257,3.044522437723423,3.6109179126442243,3.7376696182833684,early
gene-PA2010,host,gene-PA2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,early
gene-PA4599,host,mexC,4.143134726391533,4.30406509320417,4.276666119016055,3.6635616461296463,4.290459441148391,4.406719247264253,2.6390573296152584,3.8066624897703196,3.9889840465642745,3.7376696182833684,4.143134726391533,4.290459441148391,middle
gene-PA0456,host,gene-PA0456,10.294718500616467,10.293737494837812,10.427890584715806,10.010726303205727,10.942756689620648,10.691967639914864,10.205035547224519,10.816211932530674,10.88102388984706,10.341129392339514,10.955654425961269,10.96124312385893,late
gene-PA5536,host,gene-PA5536,2.8903717578961645,3.4011973816621555,2.995732273553991,3.4339872044851463,3.6375861597263857,3.4657359027997265,2.833213344056216,3.6109179126442243,3.4339872044851463,3.1780538303479458,3.332204510175204,3.367295829986474,early
gene-PA5225,host,gene-PA5225,7.050122520269059,7.293697720601438,7.59488438721652,7.080867896690782,7.521859252201629,7.149131598557407,6.643789733147672,6.96979066990159,6.932447891572509,6.692083742506628,6.960347729101308,6.988413181999592,early
gene-PA4593,host,gene-PA4593,3.912023005428146,4.51085950651685,4.61512051684126,3.58351893845611,4.584967478670572,4.59511985013459,3.5553480614894135,4.007333185232471,4.634728988229636,3.4657359027997265,4.189654742026425,4.543294782270004,middle
gene-PA0180,host,cttP,5.921578419643816,7.049254841255837,6.498282149476434,5.342334251964811,5.932245187448011,5.081404364984463,5.209486152841421,5.272999558563747,5.153291594497779,5.5909869805108565,5.823045895483019,5.153291594497779,early
gene-PA1484,host,gene-PA1484,5.82600010738045,6.030685260261263,5.8888779583328805,5.768320995793772,5.7899601708972535,5.501258210544727,5.2832037287379885,5.356586274672012,5.4680601411351315,5.1647859739235145,5.537334267018537,5.231108616854587,early
gene-PA0654,host,speD,7.046647277848756,7.340835554123275,7.160845906664299,7.421177528595393,8.525161361065415,8.176391596633795,7.639161171659173,8.082093278178382,7.580189417944541,7.602401335665818,7.825644732219989,7.939871576361883,early
gene-PA0530,host,gene-PA0530,6.368187186350492,7.7501841622578365,7.640603826393634,6.698268054115413,7.7266536648476425,6.361302477572996,5.627621113690637,7.10085190894405,6.795705775173514,5.814130531825066,6.401917196727186,5.697093486505405,early
gene-PA3831,host,pepA,8.29254851397576,8.540323608805092,8.212839584676484,7.754052639035757,8.787220328629298,8.36799688505411,7.694392802629421,8.096817470572319,8.101980731853192,7.878155336503324,8.257644958208228,8.236155661683124,early
gene-PA5440,host,gene-PA5440,7.6586995582682995,7.373374309910049,7.388327859577107,6.982862751468942,7.828834527588089,6.807934943699926,6.102558594613569,7.089243155027514,6.391917113392602,6.569481420414296,6.665683717782408,6.2285110035911835,early
gene-PA1468,host,gene-PA1468,4.04305126783455,4.709530201312334,3.9318256327243257,3.7376696182833684,4.330733340286331,3.6109179126442243,3.7612001156935624,4.30406509320417,3.828641396489095,3.6109179126442243,4.143134726391533,3.828641396489095,early
gene-PA5260,host,hemC,7.771067086065406,8.32239411311117,8.452547997922705,7.825644732219989,8.362175469149628,7.6290038896529575,7.321188556739478,7.684324067681155,7.575071699507561,7.255591274253665,7.5688956634069955,7.533693709848633,early
gene-PA4642,host,gene-PA4642,5.424950017481403,6.021023349349527,6.255750041753367,5.739792912179234,6.778784897685177,6.513230110912307,5.54907608489522,6.082218910376446,6.030685260261263,5.726847747587197,5.966146739123692,6.111467339502679,early
gene-PA0164,host,gene-PA0164,5.924255797414532,7.695757990554761,7.780303087908373,6.703188113240863,8.349011198176003,7.270312886079025,6.07073772800249,7.261927092702751,6.842683282238422,5.796057750765372,7.170888478512505,6.852242569051878,early
gene-PA4066,host,gene-PA4066,5.365976015021851,5.568344503761097,5.645446897643238,5.056245805348308,6.0112671744041615,5.6937321388027,4.9344739331306915,5.480638923341991,5.501258210544727,4.787491742782046,5.308267697401205,5.480638923341991,early
gene-PA2660,host,gene-PA2660,5.37989735354046,5.8805329864007,5.545177444479562,5.5134287461649825,7.02108396428914,6.391917113392602,5.855071922202427,6.278521424165844,6.133398042996649,6.056784013228625,6.238324625039508,6.536691597591305,early
gene-PA4581.1,host,gene-PA4581.1,6.391917113392602,6.70808408385307,7.175489713624222,6.161207321695077,6.486160788944089,6.56244409369372,5.5053315359323625,6.035481432524756,6.025865973825314,6.212606095751519,6.0330862217988015,6.565264970035361,early
gene-PA0450,host,gene-PA0450,5.648974238161206,6.240275845170769,5.968707559985366,5.641907070938114,6.156978985585555,5.187385805840755,4.875197323201151,7.269616749608169,7.415776975415394,4.795790545596741,6.19644412779452,5.476463551931511,middle
gene-PA1251,host,gene-PA1251,5.0369526024136295,5.846438775057725,5.25227342804663,4.6443908991413725,5.568344503761097,5.049856007249537,4.2626798770413155,4.948759890378168,4.836281906951478,4.709530201312334,4.736198448394496,4.48863636973214,early
gene-PA2808,host,ptrA,3.828641396489095,4.382026634673881,3.9512437185814275,3.713572066704308,4.356708826689592,3.9318256327243257,2.995732273553991,3.828641396489095,3.828641396489095,4.454347296253507,4.174387269895637,3.4011973816621555,late
gene-PA1125,host,gene-PA1125,5.6937321388027,6.248042874508429,5.762051382780177,5.170483995038151,5.8289456176102075,5.631211781821365,4.897839799950911,5.3706380281276624,5.497168225293202,5.288267030694535,5.429345628954441,5.75890177387728,early
gene-PA2142a,host,gene-PA2142a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,early
gene-PA4211,host,phzB1,2.6390573296152584,3.58351893845611,2.3978952727983707,2.4849066497880004,3.258096538021482,2.3978952727983707,2.1972245773362196,2.833213344056216,1.6094379124341003,2.1972245773362196,2.833213344056216,1.791759469228055,early
gene-PA2586,host,gacA,7.293697720601438,7.884199933676039,7.627057417018934,7.344719054149673,7.968665700466235,7.380879035564116,7.075808863978387,7.483806687665835,7.085901464365611,7.084226422097916,7.371489295214277,7.258412150595307,early
gene-PA2959,host,gene-PA2959,7.203405521083095,7.3727463664043285,7.181591944611865,7.022868086082641,7.776115477098742,7.421177528595393,7.152268856032539,7.756195343948118,7.429520842786462,7.146772179452637,7.501082124259871,7.653020413804189,early
gene-PA4895,host,gene-PA4895,4.248495242049359,3.9512437185814275,4.48863636973214,4.499809670330265,4.454347296253507,4.454347296253507,4.143134726391533,3.912023005428146,4.406719247264253,3.6375861597263857,4.07753744390572,4.418840607796598,early
gene-PA0815,host,gene-PA0815,6.492239835020471,7.631431664576906,7.3343293503005365,5.236441962829949,6.059123195581797,5.717027701406222,5.225746673713202,5.3230099791384085,6.0063531596017325,5.655991810819852,6.095824562432225,5.713732805509369,early
gene-PA1826,host,gene-PA1826,5.484796933490655,6.762729506931879,5.5909869805108565,4.787491742782046,5.811140992976701,4.983606621708336,4.795790545596741,5.459585514144159,5.0106352940962555,4.962844630259907,5.4116460518550396,5.135798437050262,early
gene-PA0571,host,gene-PA0571,5.081404364984463,5.697093486505405,5.560681631015528,5.198497031265826,5.808142489980444,5.707110264748875,4.976733742420574,5.3471075307174685,5.43372200355424,4.983606621708336,5.332718793265369,5.5053315359323625,early
gene-PA3736,host,hom,7.274479558773871,7.473637108496206,7.521859252201629,7.195187320178709,8.391176350832751,8.126222529458525,7.336285660021297,7.895808377083183,7.80954132465341,7.369600720526409,7.766840537085513,8.037866234709618,early
gene-PA3671,host,gene-PA3671,4.574710978503383,5.1647859739235145,5.0106352940962555,4.04305126783455,5.356586274672012,4.709530201312334,3.970291913552122,4.653960350157523,4.90527477843843,4.248495242049359,4.787491742782046,4.812184355372417,early
gene-PA0494,host,gene-PA0494,4.564348191467836,5.3230099791384085,6.278521424165844,5.8289456176102075,6.645090969505644,6.70196036600254,5.981414211254481,7.620214770574455,7.146772179452637,5.262690188904886,7.146772179452637,7.498869733976931,middle
gene-PA2532,host,tpx,6.040254711277414,5.945420608606575,6.505784060128229,5.683579767338681,6.493753839851686,6.4425401664681985,5.60947179518496,6.293419278846481,6.504288173536645,5.8998973535824915,6.46302945692067,6.651571873589727,late
gene-PA1404,host,gene-PA1404,4.04305126783455,4.955827057601261,4.3694478524670215,3.4657359027997265,4.394449154672439,3.871201010907891,3.091042453358316,3.258096538021482,3.7612001156935624,3.5553480614894135,3.6375861597263857,3.828641396489095,early
gene-PA1506,host,gene-PA1506,4.6913478822291435,5.267858159063328,5.087596335232384,5.075173815233827,5.327876168789581,4.442651256490317,4.189654742026425,5.123963979403259,5.017279836814924,4.248495242049359,4.77912349311153,4.77912349311153,early
gene-PA0893,host,argR,6.289715570908998,6.7912214627261855,6.625392368007956,6.222576268071369,7.083387847625295,7.290292882446597,6.52795791762255,6.946013991099227,7.068172000388042,6.461468176353717,6.8679744089702925,6.728628613084702,middle
gene-PA2999,host,nqrA,7.756195343948118,7.756195343948118,7.374629015218945,7.813187267521416,8.742414582525413,8.457443187010464,7.674152921281675,8.176110342237342,8.12296471523406,7.906547232368036,8.079927770758275,8.30671904320269,early
gene-PA4563,host,rpsT,8.184513753033722,8.308938252595778,8.619208116822968,9.499121839871265,10.294617061876925,9.991177865663117,9.062536177207788,9.78549199429842,9.026898187513526,9.371778717853713,9.286838342948908,9.666878750268348,early
gene-PA3928,host,gene-PA3928,5.44673737166631,6.198478716492308,5.44673737166631,5.8377304471659395,5.926926025970411,6.16541785423142,6.573680166960646,5.3706380281276624,5.713732805509369,6.699500340161678,5.6240175061873385,5.2832037287379885,late
gene-PA4112,host,gene-PA4112,6.693323668269949,7.065613363597717,6.858565034791365,6.505784060128229,7.105786129481271,6.900730664045173,6.249975242259483,6.777646593635117,6.584791392385716,6.385194398997726,6.68586094706836,6.398594934535208,early
gene-PA1831,host,gene-PA1831,7.463936604468925,7.316548177182976,7.8009820712577405,7.683403681053826,8.47886807709457,8.076515327552329,7.633853559681768,8.273591798199632,7.9208096792886,7.523481312573497,8.188411308079031,8.086717920303906,early
gene-PA4393,host,ampG,6.07073772800249,6.576469569048224,6.2878585601617845,6.244166900663736,6.974478911025045,6.705639094860003,5.730099782973574,6.594413459749778,6.525029657843462,5.993961427306569,6.0844994130751715,6.3818160174060985,early
gene-PA4722,host,gene-PA4722,6.703188113240863,7.208600337960199,7.197435354096591,6.492239835020471,7.437206366871292,7.009408932708637,6.285998094508865,6.884486652042782,6.898714534329988,6.498282149476434,6.884486652042782,6.891625897052253,early
gene-PA0922.1,host,gene-PA0922.1,3.1354942159291497,3.713572066704308,3.8066624897703196,3.091042453358316,3.6635616461296463,3.295836866004329,2.9444389791664403,3.58351893845611,3.295836866004329,3.295836866004329,3.4657359027997265,3.332204510175204,early
gene-PA0009,host,glyQ,7.3031700512368,7.1049654482698426,7.199678345691172,7.4977617006225685,8.405143687607614,7.955074273262696,7.373374309910049,7.79770203551669,7.722234744709607,7.573017256052546,7.629489916393995,8.07558263667172,early
gene-PA1417,host,gene-PA1417,4.770684624465665,5.8377304471659395,4.820281565605037,5.0106352940962555,6.126869184114185,4.574710978503383,4.499809670330265,4.948759890378168,4.3694478524670215,4.248495242049359,4.7535901911063645,5.420534999272286,early
gene-PA3860,host,gene-PA3860,6.480044561926653,6.771935555839602,6.7650389767805414,6.018593214496234,6.418364935936212,6.253828811575473,5.442417710521793,5.8998973535824915,6.22455842927536,5.484796933490655,5.945420608606575,6.1903154058531475,early
gene-PA1601,host,gene-PA1601,6.656726524178391,7.910957382845589,8.517393171418904,6.887552571664617,7.27931883541462,5.7899601708972535,7.0707241072602764,7.13966033596492,7.066466970136958,7.374629015218945,7.966239776559467,8.045267716607803,early
gene-PA4296,host,pprB,5.030437921392435,6.3784261836515865,5.918893854273146,4.382026634673881,5.049856007249537,4.248495242049359,3.8918202981106265,4.543294782270004,4.787491742782046,4.564348191467836,4.465908118654584,4.2626798770413155,early
gene-PA0328,host,gene-PA0328,6.148468295917647,6.953684210870537,5.966146739123692,5.924255797414532,6.543911845564792,6.028278520230698,5.556828061699537,6.003887067106539,5.908082938168931,5.537334267018537,5.991464547107982,5.780743515792329,early
gene-PA4767,host,gene-PA4767,6.716594773520978,7.044032897274685,6.963189985870238,6.520621127558696,7.4109518755836366,7.049254841255837,6.315358001522335,6.934397209928558,6.705639094860003,6.546785410760524,6.818924065275521,6.81783057145415,early
gene-PA3152,host,hisH2,6.608000625296087,6.687108607866515,6.440946540632921,7.059617628291383,7.601402334583733,6.99117688712121,7.095893221097532,7.162397497355718,6.976348070447749,6.576469569048224,7.057036981697891,7.0192966537150445,early
gene-PA3344,host,recQ,7.737616282857904,7.83399634170946,7.822044008185619,7.843064016692054,8.622813673279921,8.30325712085294,7.716906135298388,8.153349757998892,7.96346006663897,7.8407064517494,8.073714641109857,8.089789175789319,early
gene-PA0303,host,spuG,6.664409020350408,7.020190708311925,6.859614903654202,6.284134161070802,7.291656209174461,7.066466970136958,6.1463292576688975,6.688354713946762,6.703188113240863,6.20050917404269,6.70073110954781,6.905753276311464,early
gene-PA5450,host,wzt,5.303304908059076,6.419994928147142,5.993961427306569,5.3706380281276624,6.606650186198215,6.4425401664681985,5.062595033026967,5.752572638825633,5.4116460518550396,4.919980925828125,5.697093486505405,6.626717749249025,late
gene-PA2531,host,gene-PA2531,4.143134726391533,4.204692619390966,4.382026634673881,4.634728988229636,5.030437921392435,4.6443908991413725,4.1588830833596715,4.867534450455582,4.736198448394496,4.189654742026425,4.709530201312334,4.74493212836325,early
gene-PA4520,host,gene-PA4520,6.79794041297493,7.364547014255642,7.044032897274685,6.723832440821209,7.13966033596492,6.421622267806518,6.343880434126331,6.710523109452428,6.513230110912307,6.47543271670409,6.680854678790215,6.55250788703459,early
gene-PA1940,host,gene-PA1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,early
gene-PA2251,host,gene-PA2251,5.5254529391317835,5.945420608606575,5.342334251964811,4.624972813284271,5.545177444479562,5.351858133476067,3.7612001156935624,4.574710978503383,5.087596335232384,4.532599493153256,4.727387818712341,4.770684624465665,early
gene-PA3642,host,rnhB,5.4510384535657,5.783825182329737,5.476463551931511,5.707110264748875,6.016157159698354,6.1092475827643655,5.707110264748875,6.037870919922137,6.295266001439646,5.855071922202427,6.139884552226255,6.333279628139691,late
gene-PA0364,host,gene-PA0364,4.804021044733257,5.726847747587197,5.3981627015177525,4.976733742420574,5.666426688112432,4.406719247264253,3.9512437185814275,4.736198448394496,4.718498871295094,4.110873864173311,4.59511985013459,4.2626798770413155,early
gene-PA4277.1,host,gene-PA4277.1,7.603897968521881,7.980365765111246,8.399535147948004,8.32457884513685,9.034795799461252,9.182866394975427,8.337827262447915,9.083415678402515,8.23403420769204,8.316300249036848,8.420021279663963,8.80792062205398,middle
gene-PA0534,host,gene-PA0534,5.181783550292085,7.646353722445999,5.579729825986222,5.225746673713202,7.674152921281675,4.219507705176107,4.663439094112067,6.754604099487962,4.969813299576001,4.962844630259907,5.950642552587727,4.48863636973214,early
gene-PA3873,host,narJ,4.962844630259907,5.793013608384144,6.274762021241939,4.718498871295094,5.808142489980444,5.579729825986222,5.393627546352362,5.176149732573829,5.087596335232384,6.97914527506881,5.198497031265826,4.356708826689592,late
gene-PA4969,host,cpdA,6.246106765481563,6.859614903654202,6.650279048587422,6.129050210060545,7.360739903058278,6.428105272684596,5.918893854273146,6.940222469119639,6.752270376141742,6.003887067106539,6.597145701886651,6.679599185844383,early
gene-PA1320,host,cyoD,4.394449154672439,4.5217885770490405,4.174387269895637,4.174387269895637,4.382026634673881,3.4657359027997265,4.634728988229636,3.9889840465642745,3.7376696182833684,5.765191102784844,4.962844630259907,4.110873864173311,late
gene-PA0366,host,gene-PA0366,6.016157159698354,7.105786129481271,6.144185634125646,5.081404364984463,5.82600010738045,4.976733742420574,4.672828834461906,4.795790545596741,5.003946305945459,5.14166355650266,5.564520407322694,4.844187086458591,early
gene-PA0603,host,gene-PA0603,5.075173815233827,6.251903883165888,5.5053315359323625,4.897839799950911,6.073044534100405,6.0844994130751715,6.129050210060545,5.6240175061873385,7.186901020411631,6.782192056006791,6.773080375655535,6.665683717782408,middle
gene-PA1746,host,gene-PA1746,8.714731714015052,10.642969504301549,9.720885956534854,8.862200330487287,10.31705309667816,8.962519832949532,8.158802490694002,9.64101828255575,8.484256691169973,8.128880142125638,9.479603858903946,8.244071270295786,early
gene-PA0075,host,pppA,5.153291594497779,4.941642422609304,5.793013608384144,5.351858133476067,5.062595033026967,5.117993812416755,4.912654885736052,4.59511985013459,5.541263545158426,5.0689042022202315,5.056245805348308,6.091309882077698,late
gene-PA2463,host,gene-PA2463,6.842683282238422,6.731018100482083,6.669498089857879,6.825460036255307,7.60489448081162,7.3914152346753585,6.882437470997847,7.275864600546533,7.069023426578259,6.837332814685591,7.286191714702382,7.31986492980897,early
gene-PA4957,host,psd,6.942156705699469,7.1569563646156364,6.927557906278317,7.011213987350367,8.110427237575024,7.54274354536855,6.951772164398911,7.5652752818989315,7.087573705557973,6.79794041297493,7.347943823148687,7.21890970761906,early
gene-PA1076,host,gene-PA1076,7.906547232368036,8.573573524852344,9.089076284483143,7.257002707092073,7.653969180478774,7.138866999945524,6.3835066348840055,6.616065185132817,6.81783057145415,6.8679744089702925,6.860663671448287,6.472346294500901,early
gene-PA3965,host,gene-PA3965,5.318119993844216,5.560681631015528,5.293304824724492,4.927253685157205,5.8289456176102075,5.4510384535657,5.0689042022202315,5.459585514144159,4.976733742420574,5.181783550292085,5.4638318050256105,5.564520407322694,early
gene-PA0818,host,gene-PA0818,4.02535169073515,4.718498871295094,4.634728988229636,3.713572066704308,4.394449154672439,4.0943445622221,3.044522437723423,3.4011973816621555,4.02535169073515,3.295836866004329,3.6635616461296463,4.174387269895637,early
gene-PA0737,host,gene-PA0737,4.804021044733257,5.783825182329737,5.342334251964811,5.075173815233827,5.455321115357702,4.007333185232471,4.204692619390966,4.394449154672439,3.6888794541139363,4.007333185232471,4.127134385045092,4.02535169073515,early
gene-PA0711,host,gene-PA0711,3.8918202981106265,5.075173815233827,4.143134726391533,4.07753744390572,4.3694478524670215,3.8066624897703196,3.1780538303479458,3.8066624897703196,3.4011973816621555,3.5263605246161616,3.713572066704308,3.4339872044851463,early
gene-PA0768,host,lepB,6.728628613084702,7.061334366910438,7.107425474110705,7.255591274253665,8.344742754417545,8.239065331769268,7.55171221535131,7.90100705199242,7.679713639966372,7.492203042618741,7.715569534520208,7.904703913873747,early
gene-PA0729.1,host,gene-PA0729.1,4.700480365792417,5.225746673713202,4.859812404361672,5.111987788356544,5.420534999272286,5.075173815233827,4.727387818712341,4.820281565605037,4.919980925828125,4.454347296253507,4.709530201312334,4.795790545596741,early
gene-PA4801,host,gene-PA4801,5.293304824724492,5.030437921392435,5.236441962829949,4.962844630259907,5.700443573390687,5.602118820879701,5.225746673713202,5.37989735354046,5.159055299214529,4.990432586778736,5.075173815233827,5.214935757608986,early
gene-PA3408,host,hasR,4.553876891600541,5.0689042022202315,4.653960350157523,4.248495242049359,4.59511985013459,4.174387269895637,3.7376696182833684,4.204692619390966,4.330733340286331,3.7376696182833684,4.356708826689592,4.343805421853684,early
gene-PA2289,host,gene-PA2289,5.968707559985366,5.247024072160486,5.429345628954441,6.251903883165888,6.173786103901937,6.192362489474872,6.546785410760524,6.608000625296087,5.5909869805108565,6.448889394146858,6.230481447578482,6.152732694704104,middle
gene-PA1085,host,flgJ,6.852242569051878,7.57198844937744,7.821643126239982,6.890609120147166,7.493873886783559,7.549082710812286,6.511745329644728,6.920671504248683,6.744059186311348,6.593044534142437,6.668228248417403,6.697034247666484,early
gene-PA2664,host,fhp,6.484635235635252,6.755768921984255,6.829793737512425,6.682108597449809,7.4949862339505335,5.351858133476067,7.9909154630913255,6.522092798170152,6.272877006546167,8.422662707570003,9.223848722000975,7.517520850603031,late
