Geneid,5,15,30
gene-phage515_00177,,,
gene-Saur515_RS03870,,,
gene-Saur515_RS01350,,,
gene-Saur515_RS13805,,,
gene-Saur515_RS04460,,,
gene-phage515_00068,,,
gene-Saur515_RS08760,,,
gene-Saur515_RS04185,,,
gene-Saur515_RS01900,,,
gene-Saur515_RS03245,,,
gene-Saur515_RS02970,,,
gene-Saur515_RS10845,,,
gene-Saur515_RS01810,,,
gene-Saur515_RS01440,,,
gene-Saur515_RS01935,,,
gene-Saur515_RS00335,,,
gene-Saur515_RS10495,,,
gene-Saur515_RS13430,,,
gene-Saur515_RS05905,,,
gene-Saur515_RS04955,,,
gene-Saur515_RS10235,,,
gene-Saur515_RS00390,,,
gene-Saur515_RS11040,,,
gene-Saur515_RS12685,,,
gene-Saur515_RS07880,,,
gene-Saur515_RS04085,,,
gene-Saur515_RS12250,,,
gene-Saur515_RS00815,,,
gene-Saur515_RS13320,,,
gene-Saur515_RS07780,,,
gene-Saur515_RS06355,,,
gene-Saur515_RS00580,,,
gene-Saur515_RS13530,,,
gene-Saur515_RS10295,,,
gene-Saur515_RS04690,,,
gene-Saur515_RS03215,,,
gene-Saur515_RS02420,,,
gene-Saur515_RS00475,,,
gene-Saur515_RS08370,,,
gene-Saur515_RS12055,,,
gene-Saur515_RS12970,,,
gene-Saur515_RS02570,,,
gene-Saur515_RS07315,,,
gene-Saur515_RS05985,,,
gene-Saur515_RS06455,,,
gene-Saur515_RS12375,,,
gene-Saur515_RS11200,,,
gene-Saur515_RS13870,,,
gene-Saur515_RS00740,,,
gene-Saur515_RS10610,,,
gene-Saur515_RS05895,,,
gene-Saur515_RS01540,,,
gene-Saur515_RS01570,,,
gene-Saur515_RS12695,,,
gene-Saur515_RS13360,,,
gene-Saur515_RS02590,,,
gene-Saur515_RS09765,,,
gene-Saur515_RS14265,,,
gene-Saur515_RS00025,,,
gene-Saur515_RS13300,,,
gene-Saur515_RS05815,,,
gene-Saur515_RS09630,,,
gene-Saur515_RS06535,,,
gene-Saur515_RS00490,,,
gene-Saur515_RS02215,,,
gene-phage515_00116,,,
gene-Saur515_RS02845,,,
gene-Saur515_RS09210,,,
gene-Saur515_RS08905,,,
gene-Saur515_RS13640,,,
gene-Saur515_RS00870,,,
gene-Saur515_RS07035,,,
gene-Saur515_RS07955,,,
gene-Saur515_RS08340,,,
gene-Saur515_RS13205,,,
gene-Saur515_RS00585,,,
gene-Saur515_RS00505,,,
gene-Saur515_RS04905,,,
gene-Saur515_RS05625,,,
gene-Saur515_RS06590,,,
gene-Saur515_RS08065,,,
gene-Saur515_RS02475,,,
gene-Saur515_RS14305,,,
gene-phage515_00094,,,
gene-Saur515_RS14100,,,
gene-phage515_00091,,,
gene-Saur515_RS12620,,,
gene-Saur515_RS07710,,,
gene-Saur515_RS00440,,,
gene-Saur515_RS03475,,,
gene-Saur515_RS00730,,,
gene-Saur515_RS07460,,,
gene-Saur515_RS01680,,,
gene-Saur515_RS01525,,,
gene-phage515_00197,,,
gene-Saur515_RS07865,,,
gene-Saur515_RS01605,,,
gene-Saur515_RS00140,,,
gene-Saur515_RS10515,,,
gene-Saur515_RS01670,,,
gene-Saur515_RS10765,,,
gene-Saur515_RS02315,,,
gene-Saur515_RS03795,,,
gene-Saur515_RS05715,,,
gene-Saur515_RS07355,,,
gene-Saur515_RS07455,,,
gene-Saur515_RS00085,,,
gene-Saur515_RS03200,,,
gene-Saur515_RS11320,,,
gene-Saur515_RS02395,,,
gene-Saur515_RS07150,,,
gene-Saur515_RS03425,,,
gene-Saur515_RS01550,,,
gene-Saur515_RS07605,,,
gene-Saur515_RS03980,,,
gene-Saur515_RS11375,,,
gene-Saur515_RS01310,,,
gene-Saur515_RS00400,,,
gene-Saur515_RS02470,,,
gene-Saur515_RS03995,,,
gene-Saur515_RS11875,,,
gene-Saur515_RS07495,,,
gene-Saur515_RS02810,,,
gene-Saur515_RS06205,,,
gene-phage515_00092,,,
gene-Saur515_RS07010,,,
gene-Saur515_RS06880,,,
gene-Saur515_RS03810,,,
gene-Saur515_RS09025,,,
gene-Saur515_RS07335,,,
gene-Saur515_RS06905,,,
gene-Saur515_RS06665,,,
gene-Saur515_RS07600,,,
gene-Saur515_RS08935,,,
gene-Saur515_RS03605,,,
gene-phage515_00077,,,
gene-Saur515_RS11315,,,
gene-Saur515_RS03815,,,
gene-Saur515_RS01520,,,
gene-Saur515_RS13315,,,
gene-Saur515_RS05790,,,
gene-Saur515_RS08970,,,
gene-Saur515_RS13570,,,
gene-Saur515_RS12190,,,
gene-Saur515_RS02295,,,
gene-Saur515_RS02040,,,
gene-Saur515_RS09335,,,
gene-Saur515_RS11995,,,
gene-Saur515_RS02500,,,
gene-Saur515_RS01030,,,
gene-Saur515_RS13705,,,
gene-Saur515_RS11790,,,
gene-Saur515_RS08625,,,
gene-Saur515_RS11925,,,
gene-Saur515_RS01185,,,
gene-Saur515_RS12045,,,
gene-Saur515_RS00130,,,
gene-Saur515_RS01750,,,
gene-Saur515_RS10070,,,
gene-Saur515_RS12815,,,
gene-Saur515_RS10230,,,
gene-Saur515_RS08385,,,
gene-Saur515_RS04855,,,
gene-Saur515_RS03775,,,
gene-Saur515_RS09640,,,
gene-Saur515_RS09460,,,
gene-Saur515_RS04220,,,
gene-Saur515_RS12080,,,
gene-Saur515_RS05585,,,
gene-Saur515_RS03465,,,
gene-Saur515_RS13275,,,
gene-Saur515_RS12995,,,
gene-Saur515_RS10500,,,
gene-Saur515_RS08845,,,
gene-Saur515_RS00990,,,
gene-Saur515_RS09010,,,
gene-Saur515_RS13095,,,
gene-Saur515_RS14190,,,
gene-Saur515_RS13155,,,
gene-phage515_00186,,,
gene-Saur515_RS01055,,,
gene-Saur515_RS10145,,,
gene-Saur515_RS07450,,,
gene-Saur515_RS04715,,,
gene-Saur515_RS04970,,,
gene-Saur515_RS13025,,,
gene-Saur515_RS12890,,,
gene-phage515_00008,,,
gene-Saur515_RS06530,,,
gene-Saur515_RS11430,,,
gene-Saur515_RS09555,,,
gene-Saur515_RS03145,,,
gene-Saur515_RS03155,,,
gene-Saur515_RS00525,,,
gene-Saur515_RS01385,,,
gene-Saur515_RS05405,,,
gene-Saur515_RS02720,,,
gene-Saur515_RS04710,,,
gene-Saur515_RS07885,,,
gene-Saur515_RS02730,,,
gene-Saur515_RS13650,,,
gene-Saur515_RS09985,,,
gene-Saur515_RS09525,,,
gene-Saur515_RS04810,,,
gene-Saur515_RS13325,,,
gene-Saur515_RS09960,,,
gene-Saur515_RS04685,,,
gene-Saur515_RS11445,,,
gene-Saur515_RS09245,,,
gene-Saur515_RS07675,,,
gene-Saur515_RS01280,,,
gene-Saur515_RS10850,,,
gene-Saur515_RS00825,,,
gene-Saur515_RS02180,,,
gene-phage515_00194,,,
gene-Saur515_RS00575,,,
gene-Saur515_RS12000,,,
gene-Saur515_RS09745,,,
gene-Saur515_RS13730,,,
gene-Saur515_RS05920,,,
gene-Saur515_RS06405,,,
gene-Saur515_RS07285,,,
gene-Saur515_RS03865,,,
gene-Saur515_RS08120,,,
gene-Saur515_RS05315,,,
gene-Saur515_RS11050,,,
gene-Saur515_RS05875,,,
gene-phage515_00157,,,
gene-Saur515_RS04575,,,
gene-Saur515_RS00250,,,
gene-Saur515_RS14460,,,
gene-Saur515_RS10290,,,
gene-Saur515_RS05455,,,
gene-Saur515_RS01580,,,
gene-Saur515_RS02835,,,
gene-Saur515_RS00460,,,
gene-Saur515_RS08975,,,
gene-Saur515_RS06225,,,
gene-phage515_00045,,,
gene-Saur515_RS13905,,,
gene-Saur515_RS00915,,,
gene-Saur515_RS11295,,,
gene-Saur515_RS00745,,,
gene-Saur515_RS08680,,,
gene-Saur515_RS07500,,,
gene-Saur515_RS10620,,,
gene-Saur515_RS10740,,,
gene-Saur515_RS03670,,,
gene-Saur515_RS09285,,,
gene-Saur515_RS02490,,,
gene-Saur515_RS14215,,,
gene-Saur515_RS07020,,,
gene-Saur515_RS04515,,,
gene-Saur515_RS13270,,,
gene-Saur515_RS08190,,,
gene-phage515_00171,,,
gene-Saur515_RS09515,,,
gene-Saur515_RS04930,,,
gene-Saur515_RS09620,,,
gene-Saur515_RS02435,,,
gene-Saur515_RS08080,,,
gene-Saur515_RS09540,,,
gene-Saur515_RS08055,,,
gene-Saur515_RS13760,,,
gene-Saur515_RS07275,,,
gene-phage515_00112,,,
gene-Saur515_RS02400,,,
gene-Saur515_RS05710,,,
gene-Saur515_RS11080,,,
gene-Saur515_RS08685,,,
gene-Saur515_RS06765,,,
gene-Saur515_RS04660,,,
gene-Saur515_RS00365,,,
gene-Saur515_RS04880,,,
gene-phage515_00070,,,
gene-Saur515_RS07045,,,
gene-Saur515_RS07770,,,
gene-Saur515_RS06075,,,
gene-Saur515_RS08920,,,
gene-Saur515_RS01925,,,
gene-Saur515_RS00415,,,
gene-Saur515_RS04555,,,
gene-Saur515_RS03295,,,
gene-Saur515_RS12130,,,
gene-phage515_00066,,,
gene-Saur515_RS13655,,,
gene-Saur515_RS09585,,,
gene-Saur515_RS13590,,,
gene-Saur515_RS09910,,,
gene-Saur515_RS08180,,,
gene-Saur515_RS14365,,,
gene-Saur515_RS01795,,,
gene-Saur515_RS01905,,,
gene-Saur515_RS11150,,,
gene-Saur515_RS03250,,,
gene-Saur515_RS10535,,,
gene-Saur515_RS12285,,,
gene-Saur515_RS05640,,,
gene-Saur515_RS06835,,,
gene-Saur515_RS00655,,,
gene-Saur515_RS05360,,,
gene-Saur515_RS09200,,,
gene-phage515_00036,,,
gene-Saur515_RS12550,,,
gene-Saur515_RS11275,,,
gene-Saur515_RS03020,,,
gene-Saur515_RS11580,,,
gene-Saur515_RS06270,,,
gene-phage515_00034,,,
gene-Saur515_RS08580,,,
gene-Saur515_RS07165,,,
gene-Saur515_RS07305,,,
gene-Saur515_RS04900,,,
gene-Saur515_RS09135,,,
gene-Saur515_RS03970,,,
gene-Saur515_RS10020,,,
gene-phage515_00190A,,,
gene-Saur515_RS07705,,,
gene-Saur515_RS12430,,,
gene-Saur515_RS09565,,,
gene-Saur515_RS06250,,,
gene-Saur515_RS01255,,,
gene-Saur515_RS06965,,,
gene-Saur515_RS11210,,,
gene-Saur515_RS04795,,,
gene-Saur515_RS06255,,,
gene-Saur515_RS13990,,,
gene-Saur515_RS13710,,,
gene-Saur515_RS04620,,,
gene-Saur515_RS11660,,,
gene-Saur515_RS04245,,,
gene-Saur515_RS00375,,,
gene-Saur515_RS00485,,,
gene-Saur515_RS04045,,,
gene-Saur515_RS09830,,,
gene-Saur515_RS05240,,,
gene-Saur515_RS08165,,,
gene-Saur515_RS08085,,,
gene-Saur515_RS06265,,,
gene-phage515_00030,,,
gene-Saur515_RS02640,,,
gene-Saur515_RS03750,,,
gene-Saur515_RS07325,,,
gene-Saur515_RS10305,,,
gene-Saur515_RS10665,,,
gene-Saur515_RS09835,,,
gene-Saur515_RS02425,,,
gene-Saur515_RS07765,,,
gene-phage515_00184,,,
gene-phage515_00176,,,
gene-Saur515_RS05430,,,
gene-Saur515_RS13310,,,
gene-Saur515_RS10530,,,
gene-Saur515_RS10795,,,
gene-Saur515_RS12400,,,
gene-Saur515_RS11515,,,
gene-Saur515_RS09880,,,
gene-Saur515_RS06080,,,
gene-Saur515_RS03925,,,
gene-Saur515_RS02035,,,
gene-Saur515_RS09005,,,
gene-Saur515_RS08265,,,
gene-Saur515_RS05225,,,
gene-Saur515_RS06400,,,
gene-Saur515_RS14325,,,
gene-Saur515_RS08810,,,
gene-Saur515_RS14450,,,
gene-Saur515_RS14355,,,
gene-Saur515_RS09855,,,
gene-Saur515_RS13610,,,
gene-phage515_00010,,,
gene-Saur515_RS08745,,,
gene-Saur515_RS00510,,,
gene-Saur515_RS03705,,,
gene-Saur515_RS09560,,,
gene-Saur515_RS10310,,,
gene-Saur515_RS01930,,,
gene-phage515_00128,,,
gene-Saur515_RS12350,,,
gene-Saur515_RS04165,,,
gene-phage515_00079,,,
gene-Saur515_RS06930,,,
gene-Saur515_RS00530,,,
gene-Saur515_RS13735,,,
gene-Saur515_RS11485,,,
gene-Saur515_RS11560,,,
gene-Saur515_RS09930,,,
gene-Saur515_RS01305,,,
gene-Saur515_RS05300,,,
gene-Saur515_RS10965,,,
gene-Saur515_RS05095,,,
gene-Saur515_RS03365,,,
gene-Saur515_RS02305,,,
gene-phage515_00109,,,
gene-Saur515_RS03855,,,
gene-Saur515_RS12185,,,
gene-Saur515_RS08210,,,
gene-Saur515_RS14070,,,
gene-phage515_00206,,,
gene-Saur515_RS03730,,,
gene-Saur515_RS10360,,,
gene-phage515_00081,,,
gene-Saur515_RS02445,,,
gene-phage515_00165,,,
gene-Saur515_RS06145,,,
gene-Saur515_RS06485,,,
gene-Saur515_RS04265,,,
gene-Saur515_RS03615,,,
gene-Saur515_RS02655,,,
gene-Saur515_RS13850,,,
gene-Saur515_RS00725,,,
gene-Saur515_RS07510,,,
gene-Saur515_RS11480,,,
gene-phage515_00016,,,
gene-phage515_00037,,,
gene-Saur515_RS10955,,,
gene-Saur515_RS11450,,,
gene-Saur515_RS11630,,,
gene-Saur515_RS02200,,,
gene-Saur515_RS11270,,,
gene-Saur515_RS09395,,,
gene-Saur515_RS04005,,,
gene-Saur515_RS03175,,,
gene-Saur515_RS01830,,,
gene-Saur515_RS00360,,,
gene-Saur515_RS13015,,,
gene-Saur515_RS09520,,,
gene-Saur515_RS07480,,,
gene-Saur515_RS09405,,,
gene-Saur515_RS02960,,,
gene-Saur515_RS03445,,,
gene-Saur515_RS02440,,,
gene-Saur515_RS08990,,,
gene-Saur515_RS02790,,,
gene-Saur515_RS06585,,,
gene-Saur515_RS08655,,,
gene-Saur515_RS12460,,,
gene-Saur515_RS00100,,,
gene-Saur515_RS14430,,,
gene-Saur515_RS02760,,,
gene-Saur515_RS00850,,,
gene-Saur515_RS01890,,,
gene-Saur515_RS07970,,,
gene-Saur515_RS13450,,,
gene-Saur515_RS00770,,,
gene-Saur515_RS02190,,,
gene-Saur515_RS14220,,,
gene-Saur515_RS09425,,,
gene-Saur515_RS09500,,,
gene-phage515_00052,,,
gene-Saur515_RS11230,,,
gene-Saur515_RS11915,,,
gene-Saur515_RS04565,,,
gene-Saur515_RS10520,,,
gene-Saur515_RS14180,,,
gene-Saur515_RS02285,,,
gene-Saur515_RS02830,,,
gene-Saur515_RS03375,,,
gene-phage515_00038,,,
gene-Saur515_RS13755,,,
gene-Saur515_RS07015,,,
gene-Saur515_RS09155,,,
gene-Saur515_RS08205,,,
gene-Saur515_RS14000,,,
gene-Saur515_RS06260,,,
gene-Saur515_RS05070,,,
gene-Saur515_RS11180,,,
gene-phage515_00181,,,
gene-Saur515_RS11370,,,
gene-Saur515_RS07995,,,
gene-Saur515_RS06440,,,
gene-Saur515_RS11205,,,
gene-Saur515_RS06995,,,
gene-Saur515_RS07085,,,
gene-phage515_00163,,,
gene-Saur515_RS03065,,,
gene-Saur515_RS02090,,,
gene-Saur515_RS01515,,,
gene-Saur515_RS06875,,,
gene-Saur515_RS07690,,,
gene-Saur515_RS00480,,,
gene-Saur515_RS07820,,,
gene-Saur515_RS12955,,,
gene-Saur515_RS14290,,,
gene-Saur515_RS06980,,,
gene-Saur515_RS05845,,,
gene-phage515_00046,,,
gene-Saur515_RS04215,,,
gene-Saur515_RS11845,,,
gene-Saur515_RS11300,,,
gene-Saur515_RS06925,,,
gene-Saur515_RS13660,,,
gene-Saur515_RS13425,,,
gene-Saur515_RS04665,,,
gene-phage515_00133,,,
gene-Saur515_RS12125,,,
gene-Saur515_RS04480,,,
gene-Saur515_RS02070,,,
gene-Saur515_RS02060,,,
gene-Saur515_RS02165,,,
gene-Saur515_RS10170,,,
gene-Saur515_RS00835,,,
gene-Saur515_RS13595,,,
gene-Saur515_RS08040,,,
gene-Saur515_RS09160,,,
gene-Saur515_RS03370,,,
gene-Saur515_RS03360,,,
gene-Saur515_RS13130,,,
gene-Saur515_RS05795,,,
gene-Saur515_RS02825,,,
gene-Saur515_RS05130,,,
gene-Saur515_RS04275,,,
gene-Saur515_RS00155,,,
gene-Saur515_RS11670,,,
gene-Saur515_RS03595,,,
gene-Saur515_RS06610,,,
gene-Saur515_RS10735,,,
gene-Saur515_RS07030,,,
gene-phage515_00190,,,
gene-Saur515_RS10920,,,
gene-Saur515_RS08310,,,
gene-Saur515_RS04200,,,
gene-Saur515_RS05055,,,
gene-Saur515_RS08525,,,
gene-Saur515_RS12455,,,
gene-Saur515_RS10745,,,
gene-Saur515_RS02000,,,
gene-Saur515_RS01245,,,
gene-Saur515_RS13035,,,
gene-Saur515_RS07550,,,
gene-Saur515_RS06715,,,
gene-Saur515_RS08830,,,
gene-Saur515_RS10985,,,
gene-Saur515_RS10585,,,
gene-Saur515_RS06740,,,
gene-Saur515_RS00790,,,
gene-Saur515_RS09295,,,
gene-phage515_00231,,,
gene-Saur515_RS11405,,,
gene-Saur515_RS13110,,,
gene-Saur515_RS07170,,,
gene-Saur515_RS04330,,,
gene-Saur515_RS06670,,,
gene-Saur515_RS01645,,,
gene-Saur515_RS08390,,,
gene-Saur515_RS09740,,,
gene-Saur515_RS07130,,,
gene-Saur515_RS03920,,,
gene-Saur515_RS01400,,,
gene-Saur515_RS12585,,,
gene-Saur515_RS05435,,,
gene-Saur515_RS12785,,,
gene-Saur515_RS05780,,,
gene-Saur515_RS03150,,,
gene-Saur515_RS07535,,,
gene-Saur515_RS04670,,,
gene-Saur515_RS03305,,,
gene-Saur515_RS01235,,,
gene-Saur515_RS02150,,,
gene-Saur515_RS08870,,,
gene-Saur515_RS04525,,,
gene-Saur515_RS05990,,,
gene-Saur515_RS03895,,,
gene-Saur515_RS02265,,,
gene-Saur515_RS00295,,,
gene-Saur515_RS05515,,,
gene-Saur515_RS10335,,,
gene-Saur515_RS03285,,,
gene-Saur515_RS00805,,,
gene-Saur515_RS08195,,,
gene-Saur515_RS13575,,,
gene-Saur515_RS07295,,,
gene-Saur515_RS11815,,,
gene-Saur515_RS06410,,,
gene-Saur515_RS11615,,,
gene-Saur515_RS06295,,,
gene-Saur515_RS04850,,,
gene-Saur515_RS04415,,,
gene-phage515_00021,,,
gene-Saur515_RS02935,,,
gene-Saur515_RS07100,,,
gene-Saur515_RS04820,,,
gene-Saur515_RS12505,,,
gene-Saur515_RS04125,,,
gene-phage515_00076,,,
gene-Saur515_RS01715,,,
gene-Saur515_RS10030,,,
gene-Saur515_RS14175,,,
gene-Saur515_RS13370,,,
gene-phage515_00074,,,
gene-Saur515_RS04410,,,
gene-Saur515_RS10710,,,
gene-Saur515_RS13350,,,
gene-Saur515_RS10085,,,
gene-Saur515_RS12355,,,
gene-Saur515_RS06370,,,
gene-Saur515_RS04735,,,
gene-Saur515_RS08490,,,
gene-Saur515_RS08130,,,
gene-Saur515_RS09645,,,
gene-Saur515_RS02550,,,
gene-Saur515_RS02575,,,
gene-Saur515_RS00925,,,
gene-Saur515_RS05705,,,
gene-Saur515_RS07205,,,
gene-Saur515_RS05725,,,
gene-Saur515_RS05690,,,
gene-Saur515_RS13550,,,
gene-Saur515_RS11715,,,
gene-Saur515_RS09140,,,
gene-Saur515_RS10175,,,
gene-Saur515_RS12810,,,
gene-Saur515_RS07345,,,
