Geneid,Entity,Symbol,Ctrl_R1,Ctrl_R2,Ctrl_R3,0_R1,0_R2,0_R3,2_R1,2_R2,2_R3,5_R1,5_R2,5_R3,10_R1,10_R2,10_R3,20_R1,20_R2,20_R3,30_R1,30_R2,30_R3,Temporal_Class
gene-CPT_phageK_gp153,phage,gene-CPT_phageK_gp153,0.0,0.0,0.0,3.295836866004329,0.0,0.0,4.204692619390966,1.6094379124341003,3.332204510175204,6.771935555839602,4.941642422609304,6.874198495453294,7.597396320212795,7.344719054149673,7.150701457592526,7.353081920515432,7.232733136177615,7.976938756959434,8.05579245097777,7.9919305198524775,7.854381210652365,late
gene-CPT_phageK_gp070,phage,gene-CPT_phageK_gp070,0.0,0.6931471805599453,0.0,4.0943445622221,1.3862943611198906,0.0,4.6913478822291435,2.9444389791664403,3.912023005428146,8.064007347096661,5.948034989180646,8.334711621820917,9.328567753340833,8.862058677395472,9.020268861722167,8.840290669088972,8.827614750837508,8.788745881938135,8.286773231131251,8.0861025356691,7.615298339825815,middle
gene-CPT_phageK_gp150,phage,gene-CPT_phageK_gp150,0.0,0.6931471805599453,,5.272999558563747,1.6094379124341003,1.0986122886681098,5.726847747587197,3.6888794541139363,4.653960350157523,8.93353229607628,7.01211529430638,9.141847375530883,10.07483241861645,9.704792681624228,9.672311829524654,9.48432911729596,9.510963348560765,9.787009914477434,9.913932810397666,9.768240403128102,9.514141826307847,middle
gene-CPT_phageK_gp197,phage,gene-CPT_phageK_gp197,,0.0,0.0,4.77912349311153,1.3862943611198906,0.6931471805599453,5.7745515455444085,3.4965075614664802,4.543294782270004,8.533656917446903,6.6052979209482015,9.053452616439039,9.867912187022208,9.52857589747142,9.769956159911606,9.53401680465134,9.67357111693449,9.825688160081716,9.176680170483548,9.225524507301223,8.707317560273212,middle
gene-CPT_phageK_gp124,phage,gene-CPT_phageK_gp124,0.0,0.6931471805599453,0.0,3.367295829986474,0.0,1.0986122886681098,4.762173934797756,2.772588722239781,3.6109179126442243,7.580699752224563,5.823045895483019,8.282230063296685,8.721765357145012,8.543445562560303,8.61104776688786,8.204945165019208,8.132706489693264,8.420462002456466,7.786136437783072,7.644440761556566,7.713784616598755,middle
gene-CPT_phageK_gp096,phage,gene-CPT_phageK_gp096,,1.6094379124341003,,4.07753744390572,1.791759469228055,1.6094379124341003,5.652489180268651,3.332204510175204,4.875197323201151,8.479698986988657,6.459904454377535,8.636574948436317,9.641927964229918,8.965334573804839,9.257987025443535,8.736328721332908,8.85609105525229,8.835210463664092,8.299285906897275,8.103191752285786,8.082093278178382,middle
gene-CPT_phageK_gp156,phage,gene-CPT_phageK_gp156,0.0,0.0,0.0,3.7612001156935624,1.3862943611198906,1.0986122886681098,4.219507705176107,2.1972245773362196,3.044522437723423,7.318539548567902,5.673323267171493,7.370860166536716,8.46884293047519,7.89655270164304,7.924072324923417,7.886457270977689,8.025516386489008,8.126813720726114,8.204671828950811,8.170468578330674,7.665284718471351,middle
gene-CPT_phageK_gp081,phage,gene-CPT_phageK_gp081,0.0,0.0,0.0,3.2188758248682006,0.6931471805599453,0.6931471805599453,4.143134726391533,2.6390573296152584,2.995732273553991,7.619233416226805,5.44673737166631,7.775695749915245,9.077722847361343,8.316789127071518,8.637639344492104,8.38662882139512,8.3654396361887,8.241966560231802,7.718240951959316,7.628031126930335,7.147559271189454,middle
gene-CPT_phageK_gp099,phage,gene-CPT_phageK_gp099,0.0,0.0,,2.3978952727983707,0.0,0.0,4.5217885770490405,2.302585092994046,3.6375861597263857,6.901737206656574,5.0689042022202315,7.138866999945524,7.9854843567338225,7.424165281042028,7.745002803515839,7.027314514039777,6.950814768442584,7.357556200910353,6.736966958001855,6.648984550024776,7.040536390215956,middle
gene-CPT_phageK_gp212,phage,gene-CPT_phageK_gp212,0.0,0.6931471805599453,,4.31748811353631,0.6931471805599453,1.3862943611198906,3.091042453358316,2.0794415416798357,1.9459101490553132,6.654152520183219,4.867534450455582,7.145196134997171,8.250620082174692,7.8804263442924,8.053887083618223,8.448485993406447,8.327726166461412,8.566554620953962,8.955060950631902,8.36474106822456,8.169053149927343,late
gene-CPT_phageK_gp215,phage,gene-CPT_phageK_gp215,0.0,0.0,0.0,3.871201010907891,0.0,0.6931471805599453,4.30406509320417,2.3978952727983707,3.091042453358316,7.148345743900068,5.049856007249537,7.4205789054108005,8.560827228436299,7.711101251840158,8.092239406724211,8.265392930852224,8.270269111436624,8.510772623613315,8.17413934342947,7.970394907191429,7.261225091971921,middle
gene-CPT_phageK_gp228,phage,gene-CPT_phageK_gp228,0.0,1.3862943611198906,0.0,2.302585092994046,0.0,0.6931471805599453,4.574710978503383,2.70805020110221,3.9889840465642745,7.1098794630722715,5.332718793265369,7.3098814858247865,7.937731775260109,7.5678626054638825,7.557472901614746,7.2305631534092925,7.0587581525186645,7.194436851100335,6.516193076042964,6.637258031284457,6.073044534100405,middle
