Geneid,Entity,Symbol,5_R1,5_R2,5_R3,15_R1,15_R2,15_R3,30_R1,30_R2,30_R3
gene-phage515_00112,phage,tmpC,6.35088571671474,6.498282149476434,6.396929655216146,7.643961949002529,7.849323818040561,8.00603417874901,10.243809512312088,8.778171881033469,9.562404703357231
gene-phage515_00070,phage,mbpV,8.528330935826693,8.693999567522082,8.578852571802965,9.770013301136158,9.729193687429403,10.23756406455664,10.29055105146374,10.117832509493988,9.641733102094262
gene-phage515_00066,phage,gene-phage515_00066,8.14757773620177,8.197263371414335,8.173293438966228,8.914894908906568,8.998136760700307,9.347838885161817,9.399554785027307,9.363662136919832,8.884887201837403
gene-phage515_00036,phage,gene-phage515_00036,7.964503363551548,8.110727582974489,7.989560449333865,8.9850695596458,9.052750451401412,9.332026890232783,9.040500592684284,9.0595174822416,8.490438454107418
gene-phage515_00034,phage,gene-phage515_00034,7.587817219993427,7.77485576666552,7.5678626054638825,8.898228985601227,8.920656296853728,9.24541789858888,9.072456664612796,8.948455992345542,8.525756422076725
gene-phage515_00190A,phage,gene-phage515_00190A,8.543445562560303,8.68169016329764,8.48632152774915,9.665674427237482,9.760713578544673,10.027164297229726,9.702288939972485,9.612533466213927,9.213535262872702
gene-phage515_00030,phage,gene-phage515_00030,8.076515327552329,8.144679183447758,8.087640287778983,8.780326390946605,8.77307495131822,9.115480090952223,8.923857580099885,8.666130304190608,8.34711636103872
gene-phage515_00184,phage,gene-phage515_00184,8.635864721133736,8.738414897167749,8.57035473953047,9.353227859524731,9.298259670014065,9.674514542898361,9.368454615069874,9.006754319877503,8.631949428714426
gene-phage515_00176,phage,gene-phage515_00176,8.2409125416889,8.338305731356565,8.200562797008564,8.929567707825337,8.938531648680692,9.298442820197728,9.2057297594185,8.96890555068972,8.583355393669907
gene-phage515_00010,phage,gene-phage515_00010,8.046549357283078,8.128880142125638,8.17103418920548,6.884486652042782,6.824373670043086,7.422373700986824,7.355641102974253,7.238496840894365,6.57507584059962
gene-phage515_00128,phage,gene-phage515_00128,8.625329850020815,8.754634047431272,8.616857514529183,9.655923226680237,9.786447990434775,10.089136899422757,10.533588431378439,9.894345894618844,9.878784939895755
gene-phage515_00079,phage,gene-phage515_00079,8.059276223305648,8.235625719964311,8.271548374755515,7.763871287820222,7.738052297689316,8.3133619511344,8.112527763478637,8.134760782418645,7.643482907077201
gene-phage515_00109,phage,gene-phage515_00109,8.764834214330834,8.924523226133914,8.871224644409553,9.333884558067638,9.14366623870819,9.747476810531971,9.81159153783159,9.61693817168028,9.161150127785412
gene-phage515_00206,phage,gene-phage515_00206,8.197538739721184,8.325306029752582,8.217708406845306,8.566364235422688,8.382975849296429,8.81922185757494,8.200837258379849,8.111328003286733,7.616775808698373
gene-phage515_00081,phage,gene-phage515_00081,3.044522437723423,2.833213344056216,2.995732273553991,3.091042453358316,3.8066624897703196,4.143134726391533,9.343646739284408,8.284756593190435,8.405367376233981
gene-phage515_00165,phage,gene-phage515_00165,6.893656354602635,6.9865664594064265,6.870053411798126,8.696175846944678,8.78523362361273,9.131838143821225,9.630102784785171,9.302646042760209,8.956222016362542
gene-phage515_00016,phage,gene-phage515_00016,8.600982717145921,8.719807451477955,8.704004653483045,7.087573705557973,7.057897937411856,7.557472901614746,7.731492029245684,7.302496423727326,6.932447891572509
gene-phage515_00037,phage,gene-phage515_00037,8.406261630708956,8.533263371593732,8.416488487294606,9.236592743120248,9.314970621054266,9.598252320836758,9.241645221804594,9.240190393945069,8.741456115998364
gene-phage515_00052,phage,gene-phage515_00052,7.486613313139955,7.609862200913554,7.365812837209472,8.72453251118548,8.82585367025321,9.096051225574055,9.248214024404264,8.989569004807029,8.629092283913646
gene-phage515_00038,phage,gene-phage515_00038,7.56734567601324,7.665753431861699,7.568379267836522,7.998671361015776,7.940939762327791,8.301769763117166,7.957527402230773,7.963807953231451,7.424165281042028
gene-phage515_00181,phage,gene-phage515_00181,7.579678823090456,7.656337166430183,7.528331766707247,7.611347717403621,7.51425465281641,7.8961806086154915,7.519149957669823,7.068172000388042,6.881411303642535
gene-phage515_00163,phage,gene-phage515_00163,8.785386587284156,8.904086913938967,8.73568594451502,10.24870713362901,10.355104426665436,10.632556742272136,10.918953711784086,10.600228268606203,10.17450656409137
gene-phage515_00046,phage,gene-phage515_00046,8.630343289348893,8.740016691519521,8.542080906924017,9.667765219015058,9.72136597574484,10.027120112981404,9.770013301136158,9.399885773859458,9.05742226555147
gene-phage515_00133,phage,asf,7.692113339595466,7.789454566086673,7.668093709082406,8.990690709916228,9.08839870117094,9.3492323708428,9.175645402179295,8.45126704130007,8.544224530467268
gene-phage515_00190,phage,mbpM,8.500250470685925,8.593413217327646,8.438582790834326,9.248214024404264,9.280052984387483,9.555489144076292,9.319912008405474,9.126197603863755,8.71833650245078
gene-phage515_00231,phage,gene-phage515_00231,8.53954159508,8.644706511715198,8.64541048921699,6.996681488176539,7.029972911706386,7.488293515159428,7.646353722445999,7.242797922793756,6.860663671448287
gene-phage515_00021,phage,gene-phage515_00021,6.776506992372183,6.858565034791365,6.523562306149512,9.120087382998621,9.202812105555392,9.55463904484686,9.731512287796317,9.215825302206753,9.071767722112243
gene-phage515_00076,phage,gene-phage515_00076,4.48863636973214,4.672828834461906,4.634728988229636,6.059123195581797,5.8888779583328805,6.386879319362645,7.334981878871814,6.81783057145415,6.539585955617669
gene-phage515_00074,phage,holA,3.6375861597263857,3.970291913552122,3.6109179126442243,5.886104031450156,6.089044875446846,6.424869023905388,10.254953955545249,9.191972714617998,9.357034751126987
gene-phage515_00140,phage,nrdF,7.149131598557407,7.249925536717988,6.923628628138427,9.403437001938096,9.656755466413301,9.924025203753676,10.672646249502169,10.017262566794972,9.899379124491585
gene-phage515_00185,phage,mbpI,7.974188669286011,8.095293776844649,7.878534196140362,8.707978826622321,8.633018756921828,8.989319566042951,8.734077192559303,8.316544717929398,7.934871565945177
gene-phage515_00047,phage,gene-phage515_00047,9.555913922843741,9.664151101014628,9.53834831589953,10.283292913863715,10.292721647533876,10.65145430286018,10.332962113104644,10.007397015926639,9.606764735432199
gene-phage515_00103,phage,gene-phage515_00103,5.093750200806762,5.117993812416755,4.962844630259907,6.416732282512326,6.669498089857879,6.956545443151569,10.725972971725227,9.677652883410428,9.792332503169966
gene-phage515_00024,phage,mbpT,6.561030665896573,6.594413459749778,6.456769655572163,8.307705966549513,8.401557847817314,8.70946507906336,8.626764827845529,7.955074273262696,7.978653729082731
gene-phage515_00063,phage,gene-phage515_00063,7.393263094763838,7.5256399750415355,7.336285660021297,8.472405008626103,8.63497622707262,8.862766742283796,9.076237387452702,8.84246002419529,8.383890344101816
gene-phage515_00226,phage,gene-phage515_00226,9.159468041602427,9.311994025702683,9.355479137642421,8.164794804244766,8.17413934342947,8.660773919893762,8.566935283311052,8.384804003370492,7.865955413933502
gene-phage515_00120,phage,tmpF,8.811503250158239,8.90449432889673,8.764990330169104,9.900834035070565,9.950466553730122,10.288749953326773,10.566948422725712,9.837347750031583,9.876681458115621
gene-phage515_00176A,phage,gene-phage515_00176A,7.932721027481948,8.007034012193408,7.846198815497425,8.685922794690725,8.70946507906336,9.076008659180891,8.946244609330543,8.875287128108384,8.370084326378025
gene-phage515_00153,phage,rec.1,6.787844982309579,6.841615476477592,6.703188113240863,8.83331693749932,9.028578658440741,9.22700081286929,9.49243184611472,8.754949455098293,8.85552084853691
gene-phage515_00210,phage,gene-phage515_00210,7.302496423727326,7.421177528595393,7.23561914106675,7.033506484287697,6.914730892718563,7.323830566202317,6.660575149839686,6.338594078203183,5.981414211254481
gene-phage515_00136,phage,gene-phage515_00136,8.286017468404763,8.427487278331744,8.231908243564177,10.033945476892105,10.16419660173648,10.486764061960361,10.868034972973572,10.515316211918485,10.26147663261959
gene-phage515_00222,phage,gene-phage515_00222,7.136483208590247,7.257707677160043,7.113956109566034,8.120291313968561,7.991253929840199,8.37378460812088,7.696212639346407,7.655390644826152,7.147559271189454
gene-phage515_00006,phage,gene-phage515_00006,7.1846291527173145,7.323830566202317,7.200424892944957,8.01102337918644,7.845416036592485,8.263848131368906,7.521859252201629,7.502186486602924,7.004881989712859
gene-phage515_00233,phage,gene-phage515_00233,8.63141433550626,8.781094735202615,8.711772645605693,7.4489161025442,7.407924322559599,7.913155185928068,7.892078421248119,7.498869733976931,7.201170883281678
gene-phage515_00004,phage,gene-phage515_00004,7.489970898834801,7.652070746116482,7.560080465021827,7.8928255262511176,7.768956044538332,8.18060094759445,7.478169694159785,7.519692404116539,6.9874902470009905
gene-phage515_00099,phage,gene-phage515_00099,6.028278520230698,5.978885764901122,5.981414211254481,7.241366283322318,7.48324441607385,7.7752758464868625,10.077062636881843,9.016755622903517,9.282381924841154
gene-phage515_00170,phage,gene-phage515_00170,6.946013991099227,7.061334366910438,6.881411303642535,8.676757761087575,8.801920904041582,9.072686206677387,9.35036314989601,8.5814816812986,8.634442751466477
gene-phage515_00189,phage,gene-phage515_00189,8.072779333169498,8.17695386822578,8.006367567650246,9.597369917928662,9.420114955551439,9.969415732650235,9.6822172456036,9.624963417869113,9.09459276343187
gene-phage515_00218,phage,gene-phage515_00218,7.591357046698551,7.681099001536359,7.653969180478774,7.668093709082406,7.523481312573497,7.9247959139564355,7.2875606403097235,7.312553498102598,6.673297967767654
gene-phage515_00229,phage,gene-phage515_00229,7.301822342137932,7.3277805384216315,7.47477218239787,6.152732694704104,5.978885764901122,6.61338421837956,6.257667587882639,6.040254711277414,5.749392985908253
gene-phage515_00058,phage,lig,8.34972083747249,8.44741429680832,8.313852267398207,9.299541017434485,9.433403920090221,9.711782104431833,9.892173792635855,9.690232448972248,9.273502946933823
gene-phage515_00017,phage,gene-phage515_00017,9.589598387915172,9.747827400695664,9.68084387626357,8.254788926148725,8.32020459757888,8.76170676846664,8.781555458546402,8.4071550862073,8.057694194815587
gene-phage515_00160,phage,tmpH_2,3.784189633918261,3.58351893845611,3.4339872044851463,5.204006687076795,5.375278407684165,5.707110264748875,8.868131713503033,7.541683099882111,7.660585461703256
gene-phage515_00147,phage,polA.2,8.293049139768444,8.359134886757962,8.19118600464279,9.662370949231669,9.763363044441961,10.028356534581997,9.910264536815152,9.288781798282745,9.199582715323222
gene-phage515_00080,phage,gene-phage515_00080,2.70805020110221,2.4849066497880004,2.3978952727983707,2.6390573296152584,2.6390573296152584,3.258096538021482,8.441607204459642,7.354362330421477,7.47477218239787
gene-phage515_00067,phage,tgl,7.617267813628347,7.679251425953058,7.70210434005105,8.784774592161016,8.6347984334905,9.125653563808989,9.959820625876288,9.332469505209247,8.907883013942248
gene-phage515_00102,phage,gene-phage515_00102,5.926926025970411,6.104793232414985,5.831882477283517,7.007600613951853,7.288927694521257,7.5443321080536885,11.145261794088814,10.084683476042573,10.249167269908254
gene-phage515_00026,phage,gene-phage515_00026,7.00850518208228,7.050122520269059,6.907755278982137,8.618846845142738,8.6652683094816,8.919453168575453,9.053101595549691,8.486115235845377,8.406708458240965
gene-phage515_00188,phage,gene-phage515_00188,8.605753368395717,8.760296220470051,8.580731212220226,9.950943493692423,9.835797403566177,10.300281844196661,9.966274540634894,9.809945808127765,9.330963814299922
gene-phage515_00111,phage,tmpB,5.342334251964811,5.332718793265369,5.209486152841421,7.170119543449628,7.491645473605133,7.796469243086058,10.828420829791625,10.090216051148289,9.929496371717178
gene-phage515_00105,phage,tmpA,5.049856007249537,5.093750200806762,4.736198448394496,6.715383386334681,6.9167150203536085,7.192182058713246,10.79904482402337,9.708870717648022,9.859849095506299
gene-phage515_00069,phage,mbpS,9.29403793099775,9.482350275033667,9.30228124567454,10.616143199484116,10.583346838769138,11.085092041000056,11.268928484460853,11.011769604649245,10.541042738838962
gene-phage515_00219,phage,gene-phage515_00219,7.47477218239787,7.664346632098617,7.565793282428515,7.812782818577581,7.73718007783463,8.133000218583613,7.430114138561801,7.505492274737424,6.905753276311464
gene-phage515_00039,phage,gene-phage515_00039,7.758760544157663,7.89989532313973,7.81762544305337,8.068402958569699,7.99598047476376,8.385032287813898,8.063062911326792,7.980365765111246,7.498315870766981
gene-phage515_00001,phage,gene-phage515_00001,7.351799869057777,7.396335293800808,7.419979923661835,7.533693709848633,7.227662498728654,7.776535028185241,7.318539548567902,7.319202458767849,6.807934943699926
gene-phage515_00104,phage,tsp,6.489204931325317,6.665683717782408,6.428105272684596,8.128585200374497,8.327726166461412,8.599694412927981,12.326700519682419,11.114207543319306,11.352345830294677
gene-phage515_00201,phage,mbpO,7.597396320212795,7.744569809354496,7.616283561580385,8.335431477880796,8.31115254800169,8.682877107057168,8.751474487140904,8.388222810119277,8.058327306580958
gene-phage515_00187,phage,gene-phage515_00187,8.497806477616047,8.592486175451668,8.512381634419015,9.343121483210002,9.306286713023391,9.703694249830134,9.187174093944343,8.967121656230923,8.614864218589684
gene-phage515_00155,phage,rec.2,7.199678345691172,7.2485040723706105,6.975413927455952,9.740733301234702,9.958449110610102,10.174010749897112,10.732934166159403,10.007712423593661,10.025926399728705
gene-phage515_00144,phage,trf,6.745236349484363,6.782192056006791,6.807934943699926,7.484368643286131,7.313886831633462,7.926602599181384,9.420763358881013,9.38429367909962,8.789964651132264
gene-phage515_00125,phage,gene-phage515_00125,5.135798437050262,5.43372200355424,4.859812404361672,8.345455428161928,8.536211197252,8.829372735468406,9.348187438668308,8.756367559802975,8.757154527656606
gene-phage515_00033,phage,gene-phage515_00033,6.38856140554563,6.587550014824796,6.461468176353717,7.356279876550748,7.388327859577107,7.711996507047669,8.87570644462861,8.32263709695394,7.9269635448629785
gene-phage515_00183,phage,gene-phage515_00183,8.717845704894916,8.784009071186633,8.702177865629675,9.267287652417933,9.19238004659919,9.56626503452421,9.115150184972434,8.958154135209242,8.552946361122055
gene-phage515_00179,phage,gene-phage515_00179,7.8399193600125825,8.037543185118697,7.803843303538772,8.842893331055539,8.847216104357543,9.260177606823355,9.581145019820722,9.204825191288073,8.832879460277615
gene-phage515_00107,phage,gene-phage515_00107,8.596558746796978,8.823058934301647,8.728264161496178,8.417814747435958,8.374476889214643,8.770128527538184,8.556990661290303,8.576405051048084,8.0959035329611
gene-phage515_00214,phage,gene-phage515_00214,6.12029741895095,6.234410725718371,6.07993319509559,6.359573868672378,6.259581464064923,6.728628613084702,6.234410725718371,6.142037405587356,5.645446897643238
gene-phage515_00141,phage,gene-phage515_00141,6.447305862541213,6.439350371100098,6.115892125483034,8.791029857045965,9.038008749211576,9.37737907190562,10.331105465285425,9.766751028962657,9.539716058977092
gene-phage515_00172,phage,gene-phage515_00172,9.077037524661762,9.249080200292113,9.096947684621092,10.29434650825493,10.452013503484945,10.706811133741756,10.558361570874581,10.53701741627757,10.009962447043133
gene-phage515_00130,phage,rncA,8.387312270561717,8.42639282708974,8.395477432732141,9.219300113347655,9.273690687476945,9.585964638073326,9.290352309945568,8.944028325260595,8.714731714015052
gene-phage515_00056,phage,mbpB,7.3727463664043285,7.444833273892193,7.199678345691172,8.826587830773668,8.896724917497897,9.25540933534376,9.862665558015873,9.574149804815514,9.118553976345474
gene-phage515_00131,phage,gene-phage515_00131,7.563719668414366,7.5745584842024805,7.553810852008231,8.57300625623545,8.628555659269699,8.921057018157429,8.51197962436335,8.016647877057803,7.993282328101591
gene-phage515_00051,phage,gene-phage515_00051,8.069342366811636,8.14351740579748,8.005700678662542,9.572132202294377,9.586445324777861,10.063094747044966,10.835592576704641,10.841187463647783,10.216471807850127
gene-phage515_00203,phage,rpp,8.347827345782498,8.497194544909547,8.358666283188,9.392995206560258,9.435881047890113,9.726810038127258,9.505246289517283,9.27199975236291,8.872487182278038
gene-phage515_00156,phage,gene-phage515_00156,6.09807428216624,6.1903154058531475,5.820082930352362,8.77307495131822,8.942460926820582,9.18399639663658,10.138717764985484,8.9850695596458,9.006999447958153
gene-phage515_00149,phage,polA.3,7.715569534520208,7.792348924113037,7.629489916393995,9.378732023236639,9.475623449484484,9.740497924041666,9.621986339159427,8.693161274238017,8.904765846682814
gene-phage515_00213,phage,gene-phage515_00213,6.293419278846481,6.411818267709897,6.255750041753367,6.406879986069314,6.173786103901937,6.675823221634848,5.926926025970411,6.129050210060545,5.407171771460119
gene-phage515_00110,phage,gene-phage515_00110,5.25227342804663,5.308267697401205,5.198497031265826,7.050122520269059,7.381501894506707,7.617759576608505,10.481420270828858,9.790038860028549,9.608176452919857
gene-phage515_00228,phage,treM,5.937536205082426,6.068425588244111,6.35088571671474,6.899723107284872,6.52649485957079,7.355001921105257,7.4318919168078,7.38770923908104,6.796823718274855
gene-phage515_00159,phage,tmpH_1,4.700480365792417,4.7535901911063645,4.584967478670572,6.20455776256869,6.440946540632921,6.661854740545311,9.90797745780898,8.644530439877432,8.731013415269564
gene-phage515_00168,phage,gene-phage515_00168,7.190676034332207,7.266827347520591,7.146772179452637,8.452334619067742,8.560635749259074,8.860641041773876,8.713746330456916,8.07558263667172,8.075271546297458
gene-phage515_00025,phage,mbpA,6.650279048587422,6.705639094860003,6.56244409369372,8.35608503102148,8.381373468273702,8.690305809124883,8.783702698635217,8.108021221376747,8.07246736935477
gene-phage515_00075,phage,gene-phage515_00075,5.3230099791384085,5.6240175061873385,5.484796933490655,7.584773077612199,7.599901959208498,8.157370441186774,9.237858258012922,8.679312040892672,8.594154232552366
gene-phage515_00169,phage,gene-phage515_00169,7.3783837129967145,7.503289630675082,7.351158226430694,8.79920924224139,8.942460926820582,9.256460307589736,9.41311793733752,8.799963219506997,8.698013622083925
gene-phage515_00108,phage,mbpX,8.03073492409854,8.228443883004033,8.100161446936607,8.165932137321585,8.045908742270779,8.453827315794417,8.281723990411392,8.35490952835879,7.790282380703483
gene-phage515_00082,phage,mbpC,2.772588722239781,2.1972245773362196,2.6390573296152584,2.995732273553991,3.784189633918261,3.970291913552122,9.147081032336992,8.08271113423758,8.225503097566918
gene-phage515_00189B,phage,gene-phage515_00189B,7.681099001536359,7.715123603632105,7.620705086838262,8.121183242078828,8.009363076630045,8.377011160816375,7.920446505142607,7.661527081358517,7.359467638255621
gene-phage515_00148,phage,I-KsaIII,7.493317248862145,7.669028288589683,7.470224135899966,9.41041998369184,9.246093541682,9.771726021353874,9.757073534080591,9.462110252078716,9.07726601775084
gene-phage515_00154,phage,gene-phage515_00154,8.107720061910534,8.286773231131251,7.96346006663897,10.334035441011755,10.153428816235715,10.753275168052005,11.43624958317231,11.001116024081504,10.769116369608055
gene-phage515_00013,phage,gene-phage515_00013_gene_treM,6.054439346269371,6.066108090103747,6.416732282512326,6.920671504248683,6.569481420414296,7.370860166536716,7.412160334945205,7.398174092970465,6.787844982309579
gene-phage515_00193,phage,gene-phage515_00193,8.023552392404348,8.19229373114764,7.939515260662406,9.72082593792907,9.746833742490752,10.106305940055739,10.083473049532534,10.090216051148289,9.568713872550497
gene-phage515_00031,phage,gene-phage515_00031,5.8998973535824915,6.07993319509559,5.869296913133774,7.450079569807499,7.564757012905729,7.932003152361385,9.774005094757891,9.167328481382892,8.968778235137956
gene-phage515_00127,phage,dhlA,8.655388690167637,8.745125259462244,8.641532465671846,9.539716058977092,9.697446909121581,10.019179514532201,10.564111541390513,9.855347177208193,9.821246597152218
gene-phage515_00132,phage,rncB,8.721928343047091,8.768574284141687,8.69433468816865,9.980448593672257,10.056208639553791,10.322428124045716,9.979244164935375,9.227099155791137,9.416622566214981
gene-phage515_00200,phage,gene-phage515_00200,7.679251425953058,7.835974581721566,7.752764808851328,8.427487278331744,8.406261630708956,8.763271714012943,8.639410824140487,8.473032295630468,8.03268487596762
gene-phage515_00093,phage,gene-phage515_00093,5.225746673713202,5.262690188904886,5.2832037287379885,6.300785794663244,6.546785410760524,6.9363427358340495,9.003931019653137,8.412277021466677,8.359134886757962
gene-phage515_00014,phage,gene-phage515_00014,7.521859252201629,7.604396348796338,7.720461694599722,6.418364935936212,6.248042874508429,6.877296071497429,6.594413459749778,6.352629396319567,5.926926025970411
gene-phage515_00134,phage,pri,7.809135398120538,7.824845691026856,7.758760544157663,9.445175311879977,9.530683226667511,9.784366121628265,9.639131305387844,8.994420665751292,9.089640586738398
gene-phage515_00071,phage,lysK.1,7.3343293503005365,7.549609165154532,7.336936913707618,8.255048902752295,8.254008590564844,8.709630081951286,9.96688479766592,9.110409533351133,9.129564061948894
gene-phage515_00090,phage,gene-phage515_00090,6.839476438228843,7.053585727193677,6.86484777797086,8.91811465947453,9.19125948416339,9.446755465483632,10.741946464256127,10.272772653189536,10.09216387496809
