Geneid,Entity,Symbol,0_R1,0_R2,2.5_R1,2.5_R2,5_R1,5_R2,10_R1,10_R2,20_R1,20_R2,30_R1,30_R2
gene-b4165,host,glyY,8.433159195806228,6.588926477533519,8.338066525518801,6.416732282512326,7.241366283322318,5.8971538676367405,7.337587743538596,5.159055299214529,,4.442651256490317,6.46302945692067,4.442651256490317
gene-b3414,host,nfuA,8.454466361507933,6.302618975744905,8.343553835005117,6.035481432524756,6.738152494595957,5.288267030694535,5.3981627015177525,4.04305126783455,5.60947179518496,3.4657359027997265,5.488937726156687,3.713572066704308
gene-b4027,host,yjbF,5.730099782973574,1.9459101490553132,3.58351893845611,1.791759469228055,8.049427057110695,1.791759469228055,4.007333185232471,1.6094379124341003,3.970291913552122,1.6094379124341003,,0.6931471805599453
gene-b1815,host,pdeD,5.278114659230517,3.4965075614664802,4.976733742420574,3.5553480614894135,4.189654742026425,2.302585092994046,4.343805421853684,1.6094379124341003,4.07753744390572,1.791759469228055,5.236441962829949,0.0
gene-b3529,host,pdeK,6.429719478039138,5.030437921392435,6.19644412779452,5.62040086571715,5.19295685089021,4.2626798770413155,4.912654885736052,3.713572066704308,5.267858159063328,2.6390573296152584,6.317164686747284,2.5649493574615367
gene-b0443,host,fadM,4.418840607796598,3.044522437723423,4.605170185988092,3.4965075614664802,3.295836866004329,3.1780538303479458,3.5263605246161616,1.791759469228055,3.58351893845611,2.0794415416798357,4.343805421853684,1.6094379124341003
gene-T4p170,phage,67,2.4849066497880004,1.0986122886681098,8.844336332748933,1.6094379124341003,,1.9459101490553132,,3.4011973816621555,,,,
gene-b2552,host,hmp,5.204006687076795,4.394449154672439,4.882801922586371,4.04305126783455,4.51085950651685,2.995732273553991,4.23410650459726,2.302585092994046,4.343805421853684,2.0794415416798357,5.293304824724492,1.9459101490553132
gene-b3027,host,ygiZ,2.772588722239781,0.6931471805599453,3.4339872044851463,0.6931471805599453,2.3978952727983707,1.3862943611198906,2.995732273553991,0.0,3.044522437723423,0.0,3.6109179126442243,0.0
gene-b4326,host,iraD,4.1588830833596715,2.6390573296152584,3.713572066704308,2.0794415416798357,3.044522437723423,1.6094379124341003,3.2188758248682006,1.0986122886681098,3.295836866004329,0.0,4.110873864173311,0.6931471805599453
gene-b1593,host,bidA,5.003946305945459,3.258096538021482,4.442651256490317,3.6635616461296463,3.58351893845611,2.772588722239781,3.6375861597263857,1.0986122886681098,3.828641396489095,0.0,4.543294782270004,1.3862943611198906
gene-b3748,host,rbsD,4.189654742026425,4.787491742782046,4.330733340286331,5.697093486505405,4.276666119016055,4.700480365792417,4.290459441148391,3.4339872044851463,3.9889840465642745,4.02535169073515,4.875197323201151,4.174387269895637
gene-b4384,host,deoD,8.39502555744203,6.393590753950631,8.298041661371565,6.8501261661455,6.84587987526405,6.304448802421981,5.634789603169249,5.176149732573829,5.648974238161206,4.110873864173311,5.225746673713202,4.02535169073515
gene-b2660,host,lhgD,5.840641657373398,6.063785208687608,6.455198563340122,6.542471960506805,5.176149732573829,5.552959584921617,4.5217885770490405,4.007333185232471,4.499809670330265,3.258096538021482,5.159055299214529,3.4011973816621555
gene-b2688,host,gshA,8.518791912779934,7.242082359256962,8.74766979009724,7.499423290592229,6.694562058521095,6.523562306149512,5.541263545158426,5.262690188904886,5.659482215759621,4.605170185988092,5.393627546352362,4.543294782270004
gene-b0921,host,cmoM,7.158513997329321,5.863631175598097,6.673297967767654,6.161207321695077,5.030437921392435,4.9344739331306915,4.406719247264253,3.8501476017100584,4.465908118654584,3.4011973816621555,5.1298987149230735,3.4339872044851463
gene-b2152,host,yeiB,6.893656354602635,4.859812404361672,7.017506142941256,5.529429087511423,5.214935757608986,4.31748811353631,4.532599493153256,3.1354942159291497,4.820281565605037,2.70805020110221,5.3471075307174685,2.70805020110221
gene-b0066,host,thiQ,5.2574953720277815,4.330733340286331,5.308267697401205,4.382026634673881,4.04305126783455,3.332204510175204,4.007333185232471,2.3978952727983707,4.2626798770413155,2.302585092994046,4.9344739331306915,2.1972245773362196
gene-b0231,host,dinB,5.332718793265369,3.4011973816621555,5.231108616854587,4.07753744390572,4.356708826689592,3.4965075614664802,4.31748811353631,2.70805020110221,4.23410650459726,1.791759469228055,5.117993812416755,2.5649493574615367
gene-b4315,host,fimI,6.490723534502507,4.61512051684126,6.792344427470809,5.648974238161206,5.337538079701318,5.262690188904886,4.276666119016055,3.7612001156935624,4.23410650459726,2.3978952727983707,4.962844630259907,1.6094379124341003
gene-b2451,host,eutA,4.290459441148391,1.791759469228055,4.672828834461906,2.6390573296152584,4.248495242049359,2.302585092994046,4.465908118654584,0.6931471805599453,4.356708826689592,0.0,5.176149732573829,1.0986122886681098
gene-b0339,host,cynT,4.700480365792417,2.6390573296152584,4.499809670330265,2.833213344056216,3.828641396489095,2.0794415416798357,3.5553480614894135,1.0986122886681098,4.007333185232471,0.0,4.7535901911063645,0.0
gene-b1680,host,sufS,5.811140992976701,5.049856007249537,6.089044875446846,5.6937321388027,5.049856007249537,5.135798437050262,4.189654742026425,3.2188758248682006,4.219507705176107,2.0794415416798357,4.962844630259907,1.791759469228055
gene-b0828,host,iaaA,7.7406644019172415,6.9411900550683745,7.150701457592526,6.218600119691729,5.1298987149230735,4.727387818712341,4.836281906951478,3.6375861597263857,4.68213122712422,2.6390573296152584,5.10594547390058,3.2188758248682006
gene-b2625,host,yfjI,4.836281906951478,3.1780538303479458,4.442651256490317,3.091042453358316,4.276666119016055,3.044522437723423,4.143134726391533,2.833213344056216,4.248495242049359,3.258096538021482,5.332718793265369,3.2188758248682006
gene-b1124,host,potC,6.5722825426940075,6.2285110035911835,6.882437470997847,6.5337888379333435,5.043425116919247,5.393627546352362,4.1588830833596715,4.174387269895637,4.442651256490317,3.912023005428146,4.430816798843313,4.04305126783455
gene-T4p046,phage,imm.1,2.8903717578961645,0.6931471805599453,,8.561210076833012,,9.044049632254756,,8.1886891244442,,,,
gene-b0800,host,ybiB,6.715383386334681,6.159095388491933,6.785587645007929,6.144185634125646,5.043425116919247,4.976733742420574,4.543294782270004,3.871201010907891,4.812184355372417,3.871201010907891,4.919980925828125,3.6109179126442243
gene-b3404,host,envZ,6.9782137426306985,5.831882477283517,7.237778191923443,6.234410725718371,5.54907608489522,5.159055299214529,5.236441962829949,4.0943445622221,5.480638923341991,4.07753744390572,5.820082930352362,4.02535169073515
gene-b2004,host,cbeA,3.6375861597263857,1.3862943611198906,3.912023005428146,1.6094379124341003,2.6390573296152584,1.9459101490553132,2.8903717578961645,1.0986122886681098,3.332204510175204,0.6931471805599453,4.04305126783455,0.6931471805599453
gene-b4230,host,ytfT,4.499809670330265,2.4849066497880004,4.454347296253507,3.295836866004329,4.290459441148391,2.0794415416798357,4.356708826689592,1.791759469228055,4.477336814478207,1.3862943611198906,5.4510384535657,1.0986122886681098
gene-b0647,host,ybeT,3.871201010907891,1.0986122886681098,3.828641396489095,1.6094379124341003,3.367295829986474,1.0986122886681098,3.332204510175204,1.0986122886681098,3.367295829986474,0.0,4.204692619390966,1.3862943611198906
gene-b1229,host,tpr,7.062191632286556,3.6888794541139363,6.255750041753367,4.804021044733257,6.541029999189903,4.605170185988092,6.673297967767654,4.3694478524670215,6.302618975744905,3.828641396489095,6.270988431858299,4.060443010546419
gene-b2265,host,menF,7.00033446027523,4.962844630259907,6.741700694652055,6.159095388491933,5.049856007249537,4.77912349311153,4.454347296253507,3.5553480614894135,4.6443908991413725,3.1780538303479458,5.153291594497779,3.1354942159291497
gene-b1054,host,lpxL,7.325807502595773,5.236441962829949,6.810142450115136,5.0238805208462765,5.0106352940962555,4.060443010546419,4.477336814478207,3.367295829986474,4.859812404361672,2.833213344056216,5.187385805840755,3.091042453358316
gene-b4054,host,tyrB,6.270988431858299,6.955592608396297,6.556778356158042,7.01211529430638,5.342334251964811,6.12029741895095,4.962844630259907,4.787491742782046,4.882801922586371,4.127134385045092,5.707110264748875,4.04305126783455
gene-b1856,host,mepM,7.2875606403097235,5.700443573390687,7.049254841255837,6.406879986069314,5.3706380281276624,5.3471075307174685,4.553876891600541,3.970291913552122,4.727387818712341,3.58351893845611,5.135798437050262,3.4965075614664802
gene-b4189,host,bsmA,4.983606621708336,3.9512437185814275,4.663439094112067,3.4339872044851463,3.871201010907891,2.4849066497880004,3.2188758248682006,1.6094379124341003,3.5553480614894135,2.0794415416798357,3.5553480614894135,2.1972245773362196
gene-b4316,host,fimC,5.720311776607412,4.394449154672439,6.253828811575473,4.787491742782046,4.624972813284271,3.9318256327243257,3.9889840465642745,2.6390573296152584,4.23410650459726,1.6094379124341003,4.852030263919617,1.9459101490553132
gene-b4062,host,soxS,6.139884552226255,5.2574953720277815,5.66988092298052,3.7376696182833684,5.991464547107982,3.6888794541139363,5.846438775057725,3.6109179126442243,5.8664680569332965,2.833213344056216,5.6240175061873385,2.833213344056216
gene-b0146,host,sfsA,5.631211781821365,6.095824562432225,4.875197323201151,5.905361848054571,4.382026634673881,4.997212273764115,4.174387269895637,2.9444389791664403,3.8066624897703196,2.8903717578961645,4.51085950651685,2.70805020110221
gene-b3411,host,rpnA,5.438079308923196,4.07753744390572,4.948759890378168,4.02535169073515,4.564348191467836,2.6390573296152584,4.564348191467836,1.9459101490553132,4.553876891600541,0.6931471805599453,5.493061443340548,0.6931471805599453
gene-b0851,host,nfsA,5.877735781779639,5.583496308781699,6.045005314036012,5.71042701737487,4.51085950651685,4.634728988229636,4.204692619390966,3.295836866004329,4.356708826689592,3.1354942159291497,5.030437921392435,3.295836866004329
gene-b1433,host,ydcO,5.575949103146316,3.258096538021482,5.308267697401205,2.995732273553991,5.318119993844216,2.0794415416798357,5.7745515455444085,1.791759469228055,6.018593214496234,2.1972245773362196,5.808142489980444,2.0794415416798357
gene-b4538,host,yoeF,4.584967478670572,2.3978952727983707,3.9889840465642745,2.4849066497880004,2.4849066497880004,1.6094379124341003,2.6390573296152584,0.6931471805599453,2.833213344056216,1.0986122886681098,3.5263605246161616,0.6931471805599453
gene-b2735,host,ygbI,5.181783550292085,4.356708826689592,4.820281565605037,4.204692619390966,3.8918202981106265,3.295836866004329,4.04305126783455,2.4849066497880004,4.0943445622221,1.6094379124341003,4.875197323201151,2.302585092994046
gene-b0018,host,mokC,4.382026634673881,3.258096538021482,4.382026634673881,3.4657359027997265,4.02535169073515,3.091042453358316,3.6888794541139363,2.9444389791664403,3.713572066704308,2.0794415416798357,3.4339872044851463,2.0794415416798357
gene-b2441,host,eutB,7.333676395657684,5.3706380281276624,6.418364935936212,5.986452005284438,5.3706380281276624,5.170483995038151,5.605802066295998,4.110873864173311,5.0238805208462765,3.295836866004329,5.648974238161206,3.784189633918261
gene-b1140,host,intE,4.962844630259907,3.044522437723423,4.663439094112067,2.70805020110221,3.7376696182833684,2.1972245773362196,3.9318256327243257,1.6094379124341003,3.9318256327243257,0.6931471805599453,4.59511985013459,1.6094379124341003
